state,year,type_variable,Statistics
MO,2012,Mental Health,4
MS,2012,Mental Health,4.4
MT,2012,Mental Health,3.7
NC,2012,Mental Health,3.9
ND,2012,Mental Health,2.8
NE,2012,Mental Health,3
NH,2012,Mental Health,3.8
NJ,2012,Mental Health,3.3
NM,2012,Mental Health,4
NV,2012,Mental Health,4.1
NY,2012,Mental Health,4.1
OH,2012,Mental Health,4.1
OK,2012,Mental Health,4.2
OR,2012,Mental Health,4.4
PA,2012,Mental Health,3.8
PR,2012,Mental Health,3.5
RI,2012,Mental Health,4.1
SC,2012,Mental Health,4.2
SD,2012,Mental Health,2.9
TN,2012,Mental Health,4
TX,2012,Mental Health,3.6
UT,2012,Mental Health,3.4
VA,2012,Mental Health,3.5
VT,2012,Mental Health,3.8
WA,2012,Mental Health,3.9
WI,2012,Mental Health,3.7
WV,2012,Mental Health,4.5
WY,2012,Mental Health,3.4
AK,2012,Unemployment Rate,7.133
AL,2012,Unemployment Rate,7.983
AR,2012,Unemployment Rate,7.575
AZ,2012,Unemployment Rate,8.333
CA,2012,Unemployment Rate,10.375
CO,2012,Unemployment Rate,7.892
CT,2012,Unemployment Rate,8.35
DC,2012,Unemployment Rate,9.042
DE,2012,Unemployment Rate,7.208
FL,2012,Unemployment Rate,8.483
GA,2012,Unemployment Rate,9.192
HI,2012,Unemployment Rate,6.008
IA,2012,Unemployment Rate,5.033
ID,2012,Unemployment Rate,7.2
IL,2012,Unemployment Rate,8.992
IN,2012,Unemployment Rate,8.35
KS,2012,Unemployment Rate,5.733
KY,2012,Unemployment Rate,8.167
LA,2012,Unemployment Rate,7.092
MA,2012,Unemployment Rate,6.658
MD,2012,Unemployment Rate,6.967
ME,2012,Unemployment Rate,7.467
MI,2012,Unemployment Rate,9.125
MN,2012,Unemployment Rate,5.608
MO,2012,Unemployment Rate,6.975
MS,2012,Unemployment Rate,9
MT,2012,Unemployment Rate,5.983
NC,2012,Unemployment Rate,9.292
ND,2012,Unemployment Rate,3.067
NE,2012,Unemployment Rate,4.017
NH,2012,Unemployment Rate,5.483
NJ,2012,Unemployment Rate,9.333
NM,2012,Unemployment Rate,7.117
NV,2012,Unemployment Rate,11.192
NY,2012,Unemployment Rate,8.517
OH,2012,Unemployment Rate,7.408
OK,2012,Unemployment Rate,5.267
OR,2012,Unemployment Rate,8.825
PA,2012,Unemployment Rate,7.825
RI,2012,Unemployment Rate,10.392
SC,2012,Unemployment Rate,9.2
SD,2012,Unemployment Rate,4.267
TN,2012,Unemployment Rate,7.825
TX,2012,Unemployment Rate,6.742
UT,2012,Unemployment Rate,5.4
VA,2012,Unemployment Rate,6.058
VT,2012,Unemployment Rate,4.925
WA,2012,Unemployment Rate,8.108
WI,2012,Unemployment Rate,7.033
WV,2012,Unemployment Rate,7.492
WY,2012,Unemployment Rate,5.308
AK,2012,Crude Rate,18
AL,2012,Crude Rate,17.2
AR,2012,Crude Rate,16.6
AZ,2012,Crude Rate,14.4
CA,2012,Crude Rate,8.1
CO,2012,Crude Rate,13
CT,2012,Crude Rate,6.3
DC,2012,Crude Rate,10.8
DE,2012,Crude Rate,10.5
FL,2012,Crude Rate,12.8
GA,2012,Crude Rate,13
HI,2012,Crude Rate,3.7
IA,2012,Crude Rate,7.1
ID,2012,Crude Rate,13
IL,2012,Crude Rate,9.1
IN,2012,Crude Rate,12.2
KS,2012,Crude Rate,13.1
KY,2012,Crude Rate,15
LA,2012,Crude Rate,18.4
MA,2012,Crude Rate,3.5
MD,2012,Crude Rate,10
ME,2012,Crude Rate,9.8
MI,2012,Crude Rate,12.4
MN,2012,Crude Rate,7.1
MO,2012,Crude Rate,14.6
MS,2012,Crude Rate,17.9
MT,2012,Crude Rate,17
NC,2012,Crude Rate,12
ND,2012,Crude Rate,10.4
NE,2012,Crude Rate,9
NH,2012,Crude Rate,8.9
NJ,2012,Crude Rate,5
NM,2012,Crude Rate,15.5
NV,2012,Crude Rate,13
NY,2012,Crude Rate,5
OH,2012,Crude Rate,10.9
OK,2012,Crude Rate,16.2
OR,2012,Crude Rate,11.4
PA,2012,Crude Rate,11.4
RI,2012,Crude Rate,4
SC,2012,Crude Rate,15.7
SD,2012,Crude Rate,10.1
TN,2012,Crude Rate,15.4
TX,2012,Crude Rate,10.5
UT,2012,Crude Rate,11.3
VA,2012,Crude Rate,10.3
VT,2012,Crude Rate,8.9
WA,2012,Crude Rate,9.9
WI,2012,Crude Rate,8.4
WV,2012,Crude Rate,15
WY,2012,Crude Rate,20.3
AK,2012,Deaths,132
AL,2012,Deaths,831
AR,2012,Deaths,490
AZ,2012,Deaths,946
CA,2012,Deaths,3068
CO,2012,Deaths,672
CT,2012,Deaths,227
DC,2012,Deaths,68
DE,2012,Deaths,96
FL,2012,Deaths,2473
GA,2012,Deaths,1286
HI,2012,Deaths,51
IA,2012,Deaths,217
ID,2012,Deaths,207
IL,2012,Deaths,1178
IN,2012,Deaths,800
KS,2012,Deaths,377
KY,2012,Deaths,655
LA,2012,Deaths,845
MA,2012,Deaths,233
MD,2012,Deaths,589
ME,2012,Deaths,130
MI,2012,Deaths,1222
MN,2012,Deaths,382
MO,2012,Deaths,882
MS,2012,Deaths,535
MT,2012,Deaths,171
NC,2012,Deaths,1175
ND,2012,Deaths,73
NE,2012,Deaths,167
NH,2012,Deaths,117
NJ,2012,Deaths,444
NM,2012,Deaths,323
NV,2012,Deaths,360
NY,2012,Deaths,977
OH,2012,Deaths,1263
OK,2012,Deaths,619
OR,2012,Deaths,443
PA,2012,Deaths,1453
RI,2012,Deaths,42
SC,2012,Deaths,743
SD,2012,Deaths,84
TN,2012,Deaths,995
TX,2012,Deaths,2743
UT,2012,Deaths,324
VA,2012,Deaths,840
VT,2012,Deaths,56
WA,2012,Deaths,681
WI,2012,Deaths,483
WV,2012,Deaths,278
WY,2012,Deaths,117
AK,2012,Population,731449
AL,2012,Population,4822023
AR,2012,Population,2949131
AZ,2012,Population,6553255
CA,2012,Population,38041430
CO,2012,Population,5187582
CT,2012,Population,3590347
DC,2012,Population,632323
DE,2012,Population,917092
FL,2012,Population,19317568
GA,2012,Population,9919945
HI,2012,Population,1392313
IA,2012,Population,3074186
ID,2012,Population,1595728
IL,2012,Population,12875255
IN,2012,Population,6537334
KS,2012,Population,2885905
KY,2012,Population,4380415
LA,2012,Population,4601893
MA,2012,Population,6646144
MD,2012,Population,5884563
ME,2012,Population,1329192
MI,2012,Population,9883360
MN,2012,Population,5379139
MO,2012,Population,6021988
MS,2012,Population,2984926
MT,2012,Population,1005141
NC,2012,Population,9752073
ND,2012,Population,699628
NE,2012,Population,1855525
NH,2012,Population,1320718
NJ,2012,Population,8864590
NM,2012,Population,2085538
NV,2012,Population,2758931
NY,2012,Population,19570261
OH,2012,Population,11544225
OK,2012,Population,3814820
OR,2012,Population,3899353
PA,2012,Population,12763536
RI,2012,Population,1050292
SC,2012,Population,4723723
SD,2012,Population,833354
TN,2012,Population,6456243
TX,2012,Population,26059203
UT,2012,Population,2855287
VA,2012,Population,8185867
VT,2012,Population,626011
WA,2012,Population,6897012
WI,2012,Population,5726398
WV,2012,Population,1855413
WY,2012,Population,576412
AK,2012,Law Strength (2016 only),44
AL,2012,Law Strength (2016 only),36
AR,2012,Law Strength (2016 only),39
AZ,2012,Law Strength (2016 only),47
CA,2012,Law Strength (2016 only),1
CO,2012,Law Strength (2016 only),15
CT,2012,Law Strength (2016 only),3
DE,2012,Law Strength (2016 only),11
FL,2012,Law Strength (2016 only),26
GA,2012,Law Strength (2016 only),32
HI,2012,Law Strength (2016 only),7
IA,2012,Law Strength (2016 only),18
ID,2012,Law Strength (2016 only),46
IL,2012,Law Strength (2016 only),8
IN,2012,Law Strength (2016 only),23
KS,2012,Law Strength (2016 only),48
KY,2012,Law Strength (2016 only),42
LA,2012,Law Strength (2016 only),43
MA,2012,Law Strength (2016 only),4
MD,2012,Law Strength (2016 only),6
ME,2012,Law Strength (2016 only),35
MI,2012,Law Strength (2016 only),16
MN,2012,Law Strength (2016 only),12
MO,2012,Law Strength (2016 only),48
MS,2012,Law Strength (2016 only),50
MT,2012,Law Strength (2016 only),37
NC,2012,Law Strength (2016 only),25
ND,2012,Law Strength (2016 only),37
NE,2012,Law Strength (2016 only),19
NH,2012,Law Strength (2016 only),31
NJ,2012,Law Strength (2016 only),2
NM,2012,Law Strength (2016 only),29
NV,2012,Law Strength (2016 only),22
NY,2012,Law Strength (2016 only),5
OH,2012,Law Strength (2016 only),21
OK,2012,Law Strength (2016 only),27
OR,2012,Law Strength (2016 only),14
PA,2012,Law Strength (2016 only),13
RI,2012,Law Strength (2016 only),9
SC,2012,Law Strength (2016 only),29
SD,2012,Law Strength (2016 only),40
TN,2012,Law Strength (2016 only),24
TX,2012,Law Strength (2016 only),32
UT,2012,Law Strength (2016 only),27
VA,2012,Law Strength (2016 only),20
VT,2012,Law Strength (2016 only),41
WA,2012,Law Strength (2016 only),10
WI,2012,Law Strength (2016 only),17
WV,2012,Law Strength (2016 only),32
WY,2012,Law Strength (2016 only),45
AK,2013,Smoking,22.6
AL,2013,Smoking,21.5
AR,2013,Smoking,25.9
AZ,2013,Smoking,16.3
CA,2013,Smoking,12.5
CO,2013,Smoking,17.7
CT,2013,Smoking,15.5
DC,2013,Smoking,18.8
DE,2013,Smoking,19.6
FL,2013,Smoking,16.8
GA,2013,Smoking,18.8
GU,2013,Smoking,26.5
HI,2013,Smoking,13.3
IA,2013,Smoking,19.5
ID,2013,Smoking,17.2
IL,2013,Smoking,18
IN,2013,Smoking,21.9
KS,2013,Smoking,20
KY,2013,Smoking,26.5
LA,2013,Smoking,23.5
MA,2013,Smoking,16.6
MD,2013,Smoking,16.4
ME,2013,Smoking,20.2
MI,2013,Smoking,21.4
MN,2013,Smoking,18
MO,2013,Smoking,22.1
MS,2013,Smoking,24.8
MT,2013,Smoking,19
NC,2013,Smoking,20.3
ND,2013,Smoking,21.2
NE,2013,Smoking,18.5
NH,2013,Smoking,16.2
NJ,2013,Smoking,15.7
NM,2013,Smoking,19.1
NV,2013,Smoking,19.4
NY,2013,Smoking,16.6
OH,2013,Smoking,23.4
OK,2013,Smoking,23.7
OR,2013,Smoking,17.3
PA,2013,Smoking,21
PR,2013,Smoking,10.8
RI,2013,Smoking,17.4
SC,2013,Smoking,22
SD,2013,Smoking,19.6
TN,2013,Smoking,24.3
TX,2013,Smoking,15.9
UT,2013,Smoking,10.3
VA,2013,Smoking,19
VT,2013,Smoking,16.6
WA,2013,Smoking,16.1
WI,2013,Smoking,18.7
WV,2013,Smoking,27.3
WY,2013,Smoking,20.6
AK,2013,Disability,39.7
AL,2013,Disability,41.4
AR,2013,Disability,42.4
AZ,2013,Disability,34.6
CA,2013,Disability,36.9
CO,2013,Disability,34.3
CT,2013,Disability,32.1
DC,2013,Disability,33.4
DE,2013,Disability,32.1
FL,2013,Disability,34.1
GA,2013,Disability,38
HI,2013,Disability,35.6
IA,2013,Disability,32.7
ID,2013,Disability,39.1
IL,2013,Disability,35.3
IN,2013,Disability,37.9
KS,2013,Disability,36.9
KY,2013,Disability,42
LA,2013,Disability,41.7
MA,2013,Disability,34.1
MD,2013,Disability,32.9
ME,2013,Disability,35.3
MI,2013,Disability,36.5
MN,2013,Disability,31.8
MO,2013,Disability,37.1
MS,2013,Disability,45.1
MT,2013,Disability,35.6
NC,2013,Disability,38.2
ND,2013,Disability,33.8
NE,2013,Disability,35.4
NH,2013,Disability,34.6
NJ,2013,Disability,33.5
NM,2013,Disability,41.9
NV,2013,Disability,36.2
NY,2013,Disability,34.1
OH,2013,Disability,35.2
OK,2013,Disability,42.8
OR,2013,Disability,37.9
PA,2013,Disability,34.3
PR,2013,Disability,49.8
RI,2013,Disability,35.1
SC,2013,Disability,37.2
SD,2013,Disability,35.5
TN,2013,Disability,40
TX,2013,Disability,39.9
UT,2013,Disability,36
VA,2013,Disability,33.9
VT,2013,Disability,34.2
WA,2013,Disability,37.4
WI,2013,Disability,33.2
WV,2013,Disability,45.5
WY,2013,Disability,34.6
AK,2013,Self Reported Health,15
AL,2013,Self Reported Health,22.8
AR,2013,Self Reported Health,24.1
AZ,2013,Self Reported Health,16.7
CA,2013,Self Reported Health,18.9
CO,2013,Self Reported Health,13.1
CT,2013,Self Reported Health,13.2
DC,2013,Self Reported Health,12.7
DE,2013,Self Reported Health,17.3
FL,2013,Self Reported Health,19.5
GA,2013,Self Reported Health,19.1
GU,2013,Self Reported Health,20.3
HI,2013,Self Reported Health,13.8
IA,2013,Self Reported Health,14.4
ID,2013,Self Reported Health,14.2
IL,2013,Self Reported Health,16.9
IN,2013,Self Reported Health,18.1
KS,2013,Self Reported Health,15.4
KY,2013,Self Reported Health,23.3
LA,2013,Self Reported Health,22.7
MA,2013,Self Reported Health,13.8
MD,2013,Self Reported Health,15
ME,2013,Self Reported Health,14.9
MI,2013,Self Reported Health,17.7
MN,2013,Self Reported Health,12.4
MO,2013,Self Reported Health,18.4
MS,2013,Self Reported Health,24.4
MT,2013,Self Reported Health,15.4
NC,2013,Self Reported Health,19.2
ND,2013,Self Reported Health,14.7
NE,2013,Self Reported Health,13.9
NH,2013,Self Reported Health,12.6
NJ,2013,Self Reported Health,16.6
NM,2013,Self Reported Health,20.8
NV,2013,Self Reported Health,17.2
NY,2013,Self Reported Health,18.1
OH,2013,Self Reported Health,18.1
OK,2013,Self Reported Health,20.6
OR,2013,Self Reported Health,17.4
PA,2013,Self Reported Health,16.9
PR,2013,Self Reported Health,35.4
RI,2013,Self Reported Health,16.2
SC,2013,Self Reported Health,19.7
SD,2013,Self Reported Health,12.6
TN,2013,Self Reported Health,23.1
TX,2013,Self Reported Health,19.2
UT,2013,Self Reported Health,12.5
VA,2013,Self Reported Health,15.9
VT,2013,Self Reported Health,12.1
WA,2013,Self Reported Health,15.7
WI,2013,Self Reported Health,15.4
WV,2013,Self Reported Health,25.7
WY,2013,Self Reported Health,15.2
AK,2013,Drinking,8.2
AL,2013,Drinking,4.3
AR,2013,Drinking,5
AZ,2013,Drinking,6.3
CA,2013,Drinking,6.4
CO,2013,Drinking,6.7
CT,2013,Drinking,6.3
DC,2013,Drinking,6.4
DE,2013,Drinking,6.6
FL,2013,Drinking,7.2
GA,2013,Drinking,4.7
GU,2013,Drinking,7
HI,2013,Drinking,7.6
IA,2013,Drinking,6.5
ID,2013,Drinking,6.2
IL,2013,Drinking,6.5
IN,2013,Drinking,5.2
KS,2013,Drinking,4.6
KY,2013,Drinking,4.9
LA,2013,Drinking,6.3
MA,2013,Drinking,7.5
MD,2013,Drinking,5.2
ME,2013,Drinking,7.2
MI,2013,Drinking,6.2
MN,2013,Drinking,7.3
MO,2013,Drinking,6
MS,2013,Drinking,4.2
MT,2013,Drinking,7.7
NC,2013,Drinking,4.9
ND,2013,Drinking,7.2
NE,2013,Drinking,6.8
NH,2013,Drinking,6.5
NJ,2013,Drinking,5
NM,2013,Drinking,5.9
NV,2013,Drinking,7
NY,2013,Drinking,6
OH,2013,Drinking,5.7
OK,2013,Drinking,4.2
OR,2013,Drinking,8.6
PA,2013,Drinking,5.9
PR,2013,Drinking,5
RI,2013,Drinking,6.1
SC,2013,Drinking,5.7
SD,2013,Drinking,5.2
TN,2013,Drinking,3.3
TX,2013,Drinking,5.9
UT,2013,Drinking,4.5
VA,2013,Drinking,5.7
VT,2013,Drinking,7.1
WA,2013,Drinking,6.6
WI,2013,Drinking,7.8
WV,2013,Drinking,3.9
WY,2013,Drinking,5.8
AK,2013,Leisure Physical Activities,22.3
AL,2013,Leisure Physical Activities,31.5
AR,2013,Leisure Physical Activities,34.4
AZ,2013,Leisure Physical Activities,25.2
CA,2013,Leisure Physical Activities,21.4
CO,2013,Leisure Physical Activities,17.9
CT,2013,Leisure Physical Activities,24.9
DC,2013,Leisure Physical Activities,19.5
DE,2013,Leisure Physical Activities,27.8
FL,2013,Leisure Physical Activities,27.7
GA,2013,Leisure Physical Activities,27.2
GU,2013,Leisure Physical Activities,33
HI,2013,Leisure Physical Activities,22.1
IA,2013,Leisure Physical Activities,28.5
ID,2013,Leisure Physical Activities,23.7
IL,2013,Leisure Physical Activities,25.1
IN,2013,Leisure Physical Activities,31
KS,2013,Leisure Physical Activities,26.5
KY,2013,Leisure Physical Activities,30.2
LA,2013,Leisure Physical Activities,32.2
MA,2013,Leisure Physical Activities,23.5
MD,2013,Leisure Physical Activities,25.3
ME,2013,Leisure Physical Activities,23.3
MI,2013,Leisure Physical Activities,24.4
MN,2013,Leisure Physical Activities,23.5
MO,2013,Leisure Physical Activities,28.3
MS,2013,Leisure Physical Activities,38.1
MT,2013,Leisure Physical Activities,22.5
NC,2013,Leisure Physical Activities,26.6
ND,2013,Leisure Physical Activities,27.6
NE,2013,Leisure Physical Activities,25.3
NH,2013,Leisure Physical Activities,22.4
NJ,2013,Leisure Physical Activities,26.8
NM,2013,Leisure Physical Activities,24.3
NV,2013,Leisure Physical Activities,23.7
NY,2013,Leisure Physical Activities,26.7
OH,2013,Leisure Physical Activities,28.5
OK,2013,Leisure Physical Activities,33
OR,2013,Leisure Physical Activities,18.5
PA,2013,Leisure Physical Activities,26.3
PR,2013,Leisure Physical Activities,48
RI,2013,Leisure Physical Activities,26.9
SC,2013,Leisure Physical Activities,26.9
SD,2013,Leisure Physical Activities,23.8
TN,2013,Leisure Physical Activities,37.2
TX,2013,Leisure Physical Activities,30.1
UT,2013,Leisure Physical Activities,20.6
VA,2013,Leisure Physical Activities,25.5
VT,2013,Leisure Physical Activities,20.5
WA,2013,Leisure Physical Activities,20
WI,2013,Leisure Physical Activities,23.8
WV,2013,Leisure Physical Activities,31.4
WY,2013,Leisure Physical Activities,25.1
AK,2013,Overweight,66.1
AL,2013,Overweight,68.2
AR,2013,Overweight,69.9
AZ,2013,Overweight,61.8
CA,2013,Overweight,60.1
CO,2013,Overweight,56.4
CT,2013,Overweight,62.5
DC,2013,Overweight,53.8
DE,2013,Overweight,64.6
FL,2013,Overweight,62.8
GA,2013,Overweight,65.7
GU,2013,Overweight,63.5
HI,2013,Overweight,55.4
IA,2013,Overweight,67
ID,2013,Overweight,64.9
IL,2013,Overweight,64.7
IN,2013,Overweight,67.3
KS,2013,Overweight,65.3
KY,2013,Overweight,67.3
LA,2013,Overweight,67.4
MA,2013,Overweight,58
MD,2013,Overweight,64.1
ME,2013,Overweight,64.8
MI,2013,Overweight,66.2
MN,2013,Overweight,61.1
MO,2013,Overweight,65.5
MS,2013,Overweight,69.3
MT,2013,Overweight,61.4
NC,2013,Overweight,66.1
ND,2013,Overweight,67.6
NE,2013,Overweight,65.5
NH,2013,Overweight,61.8
NJ,2013,Overweight,62.8
NM,2013,Overweight,62.7
NV,2013,Overweight,64.9
NY,2013,Overweight,61.3
OH,2013,Overweight,65.1
OK,2013,Overweight,67.9
OR,2013,Overweight,59.9
PA,2013,Overweight,64.5
PR,2013,Overweight,66.6
RI,2013,Overweight,64.6
SC,2013,Overweight,66.5
SD,2013,Overweight,67
TN,2013,Overweight,68.4
TX,2013,Overweight,66.1
UT,2013,Overweight,59.2
VA,2013,Overweight,64
VT,2013,Overweight,61.9
WA,2013,Overweight,61.4
WI,2013,Overweight,66.5
WV,2013,Overweight,68.8
WY,2013,Overweight,64.4
AK,2013,poverty,9.3
AL,2013,poverty,18.7
AR,2013,poverty,19.7
AZ,2013,poverty,18.6
CA,2013,poverty,16.8
CO,2013,poverty,13
CT,2013,poverty,10.7
DC,2013,poverty,18.9
DE,2013,poverty,12.4
FL,2013,poverty,17
GA,2013,poverty,19
HI,2013,poverty,10.8
IA,2013,poverty,12.7
ID,2013,poverty,15.6
IL,2013,poverty,14.7
IN,2013,poverty,15.9
KS,2013,poverty,14
KY,2013,poverty,18.8
LA,2013,poverty,19.8
MA,2013,poverty,11.9
MD,2013,poverty,10.1
ME,2013,poverty,14
MI,2013,poverty,17
MN,2013,poverty,11.2
MO,2013,poverty,15.9
MS,2013,poverty,24
MT,2013,poverty,16.5
NC,2013,poverty,17.9
ND,2013,poverty,11.8
NE,2013,poverty,13.2
NH,2013,poverty,8.7
NJ,2013,poverty,11.4
NM,2013,poverty,21.9
NV,2013,poverty,15.8
NY,2013,poverty,16
OH,2013,poverty,16
OK,2013,poverty,16.8
OR,2013,poverty,16.7
PA,2013,poverty,13.7
PR,2013,poverty,45.4
RI,2013,poverty,14.3
SC,2013,poverty,18.6
SD,2013,poverty,14.2
TN,2013,poverty,17.8
TX,2013,poverty,17.5
UT,2013,poverty,12.7
VA,2013,poverty,11.7
VT,2013,poverty,12.3
WA,2013,poverty,14.1
WI,2013,poverty,13.5
WV,2013,poverty,18.5
WY,2013,poverty,10.9
AK,2013,Diabetes,7.1
AL,2013,Diabetes,13.8
AR,2013,Diabetes,11.5
AZ,2013,Diabetes,10.7
CA,2013,Diabetes,10.2
CO,2013,Diabetes,6.5
CT,2013,Diabetes,8.3
DC,2013,Diabetes,7.8
DE,2013,Diabetes,11.1
FL,2013,Diabetes,11.2
GA,2013,Diabetes,10.8
GU,2013,Diabetes,14.1
HI,2013,Diabetes,8.4
IA,2013,Diabetes,9.3
ID,2013,Diabetes,8.4
IL,2013,Diabetes,9.9
IN,2013,Diabetes,11
KS,2013,Diabetes,9.6
KY,2013,Diabetes,10.6
LA,2013,Diabetes,11.6
MA,2013,Diabetes,8.5
MD,2013,Diabetes,9.8
ME,2013,Diabetes,9.6
MI,2013,Diabetes,10.4
MN,2013,Diabetes,7.4
MO,2013,Diabetes,9.6
MS,2013,Diabetes,12.9
MT,2013,Diabetes,7.7
NC,2013,Diabetes,11.4
ND,2013,Diabetes,8.9
NE,2013,Diabetes,9.2
NH,2013,Diabetes,9.2
NJ,2013,Diabetes,9.2
NM,2013,Diabetes,10.7
NV,2013,Diabetes,9.6
NY,2013,Diabetes,10.6
OH,2013,Diabetes,10.4
OK,2013,Diabetes,11
OR,2013,Diabetes,9.2
PA,2013,Diabetes,10.1
PR,2013,Diabetes,14.9
RI,2013,Diabetes,9.3
SC,2013,Diabetes,12.5
SD,2013,Diabetes,9.1
TN,2013,Diabetes,12.2
TX,2013,Diabetes,10.9
UT,2013,Diabetes,7.1
VA,2013,Diabetes,9.8
VT,2013,Diabetes,7.8
WA,2013,Diabetes,8.6
WI,2013,Diabetes,8.2
WV,2013,Diabetes,13
WY,2013,Diabetes,8.6
AK,2013,Sleep,63.1
AL,2013,Sleep,60.5
AR,2013,Sleep,62
AZ,2013,Sleep,64
CA,2013,Sleep,64.1
CO,2013,Sleep,69.1
CT,2013,Sleep,63.1
DC,2013,Sleep,62.7
DE,2013,Sleep,61.3
FL,2013,Sleep,61.5
GA,2013,Sleep,59.9
GU,2013,Sleep,49.3
HI,2013,Sleep,56.4
IA,2013,Sleep,67.1
ID,2013,Sleep,66.7
IL,2013,Sleep,63.6
IN,2013,Sleep,61.5
KS,2013,Sleep,68.3
KY,2013,Sleep,56.9
LA,2013,Sleep,60.9
MA,2013,Sleep,62.9
MD,2013,Sleep,59
ME,2013,Sleep,65.6
MI,2013,Sleep,59.9
MN,2013,Sleep,65.5
MO,2013,Sleep,65.2
MS,2013,Sleep,61.9
MT,2013,Sleep,67.1
NC,2013,Sleep,62.7
ND,2013,Sleep,67.7
NE,2013,Sleep,65.9
NH,2013,Sleep,65.7
NJ,2013,Sleep,58.6
NM,2013,Sleep,65.3
NV,2013,Sleep,62.9
NY,2013,Sleep,58.2
OH,2013,Sleep,58.5
OK,2013,Sleep,61.3
OR,2013,Sleep,67.4
PA,2013,Sleep,60.4
PR,2013,Sleep,61.3
RI,2013,Sleep,60.9
SC,2013,Sleep,60.3
SD,2013,Sleep,70.5
TN,2013,Sleep,60
TX,2013,Sleep,65.1
UT,2013,Sleep,64.7
VA,2013,Sleep,60.1
VT,2013,Sleep,67.5
WA,2013,Sleep,65.3
WI,2013,Sleep,65.2
WV,2013,Sleep,58.1
WY,2013,Sleep,69.3
AK,2013,Mental Health,3.1
AL,2013,Mental Health,4.4
AR,2013,Mental Health,4.4
AZ,2013,Mental Health,3.9
CA,2013,Mental Health,3.8
CO,2013,Mental Health,3.3
CT,2013,Mental Health,3.5
DC,2013,Mental Health,3.6
DE,2013,Mental Health,3.6
FL,2013,Mental Health,4.1
GA,2013,Mental Health,3.4
GU,2013,Mental Health,3.4
HI,2013,Mental Health,2.7
IA,2013,Mental Health,2.9
ID,2013,Mental Health,3.7
IL,2013,Mental Health,3.7
IN,2013,Mental Health,4
KS,2013,Mental Health,3.1
KY,2013,Mental Health,4.5
LA,2013,Mental Health,4.2
MA,2013,Mental Health,3.8
MD,2013,Mental Health,3.3
ME,2013,Mental Health,3.8
MI,2013,Mental Health,3.9
MN,2013,Mental Health,2.9
MO,2013,Mental Health,3.8
MS,2013,Mental Health,4.3
MT,2013,Mental Health,3.3
NC,2013,Mental Health,3.6
ND,2013,Mental Health,2.7
NE,2013,Mental Health,3
NH,2013,Mental Health,3.5
NJ,2013,Mental Health,3.3
NM,2013,Mental Health,3.7
NV,2013,Mental Health,3.7
NY,2013,Mental Health,3.7
OH,2013,Mental Health,3.8
OK,2013,Mental Health,4.3
OR,2013,Mental Health,4.3
PA,2013,Mental Health,4
PR,2013,Mental Health,4.1
RI,2013,Mental Health,3.8
SC,2013,Mental Health,3.8
SD,2013,Mental Health,2.5
TN,2013,Mental Health,3.7
TX,2013,Mental Health,3.2
UT,2013,Mental Health,3.5
VA,2013,Mental Health,3.3
VT,2013,Mental Health,3.3
WA,2013,Mental Health,3.8
WI,2013,Mental Health,3.5
WV,2013,Mental Health,4.4
WY,2013,Mental Health,3.2
AK,2013,Unemployment Rate,7
AL,2013,Unemployment Rate,7.217
AR,2013,Unemployment Rate,7.217
AZ,2013,Unemployment Rate,7.742
CA,2013,Unemployment Rate,8.942
CO,2013,Unemployment Rate,6.85
CT,2013,Unemployment Rate,7.808
DC,2013,Unemployment Rate,8.492
DE,2013,Unemployment Rate,6.692
FL,2013,Unemployment Rate,7.233
GA,2013,Unemployment Rate,8.2
HI,2013,Unemployment Rate,4.883
IA,2013,Unemployment Rate,4.733
ID,2013,Unemployment Rate,6.117
IL,2013,Unemployment Rate,9.042
IN,2013,Unemployment Rate,7.633
KS,2013,Unemployment Rate,5.308
KY,2013,Unemployment Rate,8.017
LA,2013,Unemployment Rate,6.675
MA,2013,Unemployment Rate,6.717
MD,2013,Unemployment Rate,6.567
ME,2013,Unemployment Rate,6.65
MI,2013,Unemployment Rate,8.783
MN,2013,Unemployment Rate,4.958
MO,2013,Unemployment Rate,6.733
MS,2013,Unemployment Rate,8.533
MT,2013,Unemployment Rate,5.408
NC,2013,Unemployment Rate,7.958
ND,2013,Unemployment Rate,2.917
NE,2013,Unemployment Rate,3.767
NH,2013,Unemployment Rate,5.083
NJ,2013,Unemployment Rate,8.242
NM,2013,Unemployment Rate,6.942
NV,2013,Unemployment Rate,9.625
NY,2013,Unemployment Rate,7.708
OH,2013,Unemployment Rate,7.425
OK,2013,Unemployment Rate,5.283
OR,2013,Unemployment Rate,7.875
PA,2013,Unemployment Rate,7.342
RI,2013,Unemployment Rate,9.267
SC,2013,Unemployment Rate,7.617
SD,2013,Unemployment Rate,3.783
TN,2013,Unemployment Rate,7.733
TX,2013,Unemployment Rate,6.25
UT,2013,Unemployment Rate,4.592
VA,2013,Unemployment Rate,5.7
VT,2013,Unemployment Rate,4.408
